,0
2018-01-31,1003.1515968021899
2018-02-28,829.6330875418571
2018-03-31,722.5478629634372
2018-04-30,598.1430710193146
2018-05-31,791.5220663669515
2018-06-30,637.0100529275396
2018-07-31,719.8760730171816
2018-08-31,887.7180045419968
2018-09-30,1084.3394704219197
2018-10-31,753.9522159534566
2018-11-30,963.5549689913963
2018-12-31,1129.7789749746723
